subdivision,year,month,rainfall_mm
Telangana,1921,JUN,200.9
Telangana,1921,JUL,296.7
Telangana,1921,AUG,161.1
Telangana,1921,SEP,240.7
Telangana,1921,OCT,68.0
Telangana,1921,NOV,17.9
Telangana,1921,DEC,0.0
Telangana,1922,JAN,55.3
Telangana,1922,FEB,0.0
Telangana,1922,MAR,0.0
Telangana,1922,APR,6.6
Telangana,1922,MAY,50.1
Telangana,1922,JUN,69.2
Telangana,1922,JUL,184.3
Telangana,1922,AUG,158.3
Telangana,1922,SEP,170.2
Telangana,1922,OCT,23.0
Telangana,1922,NOV,50.7
Telangana,1922,DEC,0.0
Telangana,1923,JAN,3.0
Telangana,1923,FEB,5.3
Telangana,1923,MAR,23.3
Telangana,1923,APR,10.7
Telangana,1923,MAY,18.0
Telangana,1923,JUN,43.5
Telangana,1923,JUL,222.8
Telangana,1923,AUG,80.3
Telangana,1923,SEP,334.4
Telangana,1923,OCT,44.0
Telangana,1923,NOV,1.0
Telangana,1923,DEC,0.0
Telangana,1924,JAN,37.0
Telangana,1924,FEB,0.0
Telangana,1924,MAR,0.0
Telangana,1924,APR,9.2
Telangana,1924,MAY,34.6
Telangana,1924,JUN,62.8
Telangana,1924,JUL,124.7
Telangana,1924,AUG,220.2
Telangana,1924,SEP,288.2
Telangana,1924,OCT,51.6
Telangana,1924,NOV,116.1
Telangana,1924,DEC,0.0
Telangana,1925,JAN,0.0
Telangana,1925,FEB,0.0
Telangana,1925,MAR,0.0
Telangana,1925,APR,49.8
Telangana,1925,MAY,97.8
Telangana,1925,JUN,168.1
Telangana,1925,JUL,266.2
Telangana,1925,AUG,239.2
Telangana,1925,SEP,148.1
Telangana,1925,OCT,187.5
Telangana,1925,NOV,8.1
Telangana,1925,DEC,3.1
Telangana,1926,JAN,46.1
Telangana,1926,FEB,2.0
Telangana,1926,MAR,24.0
Telangana,1926,APR,48.8
Telangana,1926,MAY,24.0
Telangana,1926,JUN,74.7
Telangana,1926,JUL,227.3
Telangana,1926,AUG,205.1
Telangana,1926,SEP,70.5
Telangana,1926,OCT,41.0
Telangana,1926,NOV,0.0
Telangana,1926,DEC,0.0
Telangana,1927,JAN,9.6
Telangana,1927,FEB,11.0
Telangana,1927,MAR,4.6
Telangana,1927,APR,2.0
Telangana,1927,MAY,14.3
Telangana,1927,JUN,248.3
Telangana,1927,JUL,266.0
Telangana,1927,AUG,158.5
Telangana,1927,SEP,142.4
Telangana,1927,OCT,59.9
Telangana,1927,NOV,89.0
Telangana,1927,DEC,0.0
Telangana,1928,JAN,0.0
Telangana,1928,FEB,15.8
Telangana,1928,MAR,47.3
Telangana,1928,APR,4.5
Telangana,1928,MAY,27.9
Telangana,1928,JUN,143.9
Telangana,1928,JUL,248.6
Telangana,1928,AUG,191.6
Telangana,1928,SEP,215.2
Telangana,1928,OCT,104.1
Telangana,1928,NOV,0.0
Telangana,1928,DEC,7.4
Telangana,1929,JAN,5.3
Telangana,1929,FEB,64.8
Telangana,1929,MAR,0.0
Telangana,1929,APR,21.7
Telangana,1929,MAY,2.8
Telangana,1929,JUN,146.0
Telangana,1929,JUL,115.0
Telangana,1929,AUG,142.2
Telangana,1929,SEP,232.5
Telangana,1929,OCT,35.9
Telangana,1929,NOV,0.0
Telangana,1929,DEC,24.5
Telangana,1930,JAN,0.0
Telangana,1930,FEB,14.7
Telangana,1930,MAR,5.4
Telangana,1930,APR,13.5
Telangana,1930,MAY,1.7
Telangana,1930,JUN,184.9
Telangana,1930,JUL,131.1
Telangana,1930,AUG,144.7
Telangana,1930,SEP,215.6
Telangana,1930,OCT,60.0
Telangana,1930,NOV,64.3
Telangana,1930,DEC,0.0
Telangana,1931,JAN,0.3
Telangana,1931,FEB,5.1
Telangana,1931,MAR,4.0
Telangana,1931,APR,13.3
Telangana,1931,MAY,25.9
Telangana,1931,JUN,187.3
Telangana,1931,JUL,368.6
Telangana,1931,AUG,155.9
Telangana,1931,SEP,288.1
Telangana,1931,OCT,107.4
Telangana,1931,NOV,25.5
Telangana,1931,DEC,1.6
Telangana,1932,JAN,0.0
Telangana,1932,FEB,40.3
Telangana,1932,MAR,1.3
Telangana,1932,APR,17.6
Telangana,1932,MAY,25.8
Telangana,1932,JUN,119.7
Telangana,1932,JUL,300.4
Telangana,1932,AUG,179.0
Telangana,1932,SEP,172.9
Telangana,1932,OCT,32.0
Telangana,1932,NOV,60.9
Telangana,1932,DEC,0.0
Telangana,1933,JAN,12.9
Telangana,1933,FEB,17.4
Telangana,1933,MAR,15.7
Telangana,1933,APR,25.0
Telangana,1933,MAY,63.4
Telangana,1933,JUN,332.0
Telangana,1933,JUL,243.4
Telangana,1933,AUG,226.7
Telangana,1933,SEP,262.2
Telangana,1933,OCT,128.9
Telangana,1933,NOV,24.0
Telangana,1933,DEC,44.5
Telangana,1934,JAN,0.1
Telangana,1934,FEB,0.0
Telangana,1934,MAR,0.1
Telangana,1934,APR,18.3
Telangana,1934,MAY,1.2
Telangana,1934,JUN,111.7
Telangana,1934,JUL,296.9
Telangana,1934,AUG,280.2
Telangana,1934,SEP,162.3
Telangana,1934,OCT,15.2
Telangana,1934,NOV,42.0
Telangana,1934,DEC,0.0
Telangana,1935,JAN,16.2
Telangana,1935,FEB,3.4
Telangana,1935,MAR,1.4
Telangana,1935,APR,42.2
Telangana,1935,MAY,2.7
Telangana,1935,JUN,115.1
Telangana,1935,JUL,309.7
Telangana,1935,AUG,162.9
Telangana,1935,SEP,198.3
Telangana,1935,OCT,43.5
Telangana,1935,NOV,2.6
Telangana,1935,DEC,0.5
Telangana,1936,JAN,2.5
Telangana,1936,FEB,79.1
Telangana,1936,MAR,15.3
Telangana,1936,APR,8.4
Telangana,1936,MAY,73.7
Telangana,1936,JUN,200.0
Telangana,1936,JUL,268.9
Telangana,1936,AUG,220.9
Telangana,1936,SEP,128.4
Telangana,1936,OCT,96.4
Telangana,1936,NOV,48.2
Telangana,1936,DEC,15.1
Telangana,1937,JAN,0.0
Telangana,1937,FEB,33.2
Telangana,1937,MAR,28.6
Telangana,1937,APR,105.6
Telangana,1937,MAY,3.0
Telangana,1937,JUN,77.8
Telangana,1937,JUL,285.8
Telangana,1937,AUG,102.4
Telangana,1937,SEP,153.6
Telangana,1937,OCT,72.1
Telangana,1937,NOV,0.9
Telangana,1937,DEC,3.0
Telangana,1938,JAN,0.0
Telangana,1938,FEB,41.3
Telangana,1938,MAR,14.2
Telangana,1938,APR,16.6
Telangana,1938,MAY,27.8
Telangana,1938,JUN,226.3
Telangana,1938,JUL,331.6
Telangana,1938,AUG,256.5
Telangana,1938,SEP,201.9
Telangana,1938,OCT,59.2
Telangana,1938,NOV,0.0
Telangana,1938,DEC,0.0
Telangana,1939,JAN,0.0
Telangana,1939,FEB,0.0
Telangana,1939,MAR,22.0
Telangana,1939,APR,16.7
Telangana,1939,MAY,3.0
Telangana,1939,JUN,73.5
Telangana,1939,JUL,173.2
Telangana,1939,AUG,202.5
Telangana,1939,SEP,107.1
Telangana,1939,OCT,130.3
Telangana,1939,NOV,11.8
Telangana,1939,DEC,0.0
Telangana,1940,JAN,0.0
Telangana,1940,FEB,0.5
Telangana,1940,MAR,11.4
Telangana,1940,APR,33.6
Telangana,1940,MAY,91.4
Telangana,1940,JUN,128.5
Telangana,1940,JUL,345.8
Telangana,1940,AUG,281.5
Telangana,1940,SEP,94.7
Telangana,1940,OCT,64.9
Telangana,1940,NOV,22.2
Telangana,1940,DEC,8.1
Telangana,1941,JAN,16.6
Telangana,1941,FEB,3.3
Telangana,1941,MAR,4.8
Telangana,1941,APR,4.8
Telangana,1941,MAY,17.5
Telangana,1941,JUN,121.4
Telangana,1941,JUL,87.9
Telangana,1941,AUG,149.9
Telangana,1941,SEP,137.5
Telangana,1941,OCT,49.6
Telangana,1941,NOV,0.7
Telangana,1941,DEC,0.4
Telangana,1942,JAN,0.0
Telangana,1942,FEB,23.0
Telangana,1942,MAR,0.2
Telangana,1942,APR,31.7
Telangana,1942,MAY,30.9
Telangana,1942,JUN,160.0
Telangana,1942,JUL,250.1
Telangana,1942,AUG,277.3
Telangana,1942,SEP,107.4
Telangana,1942,OCT,20.9
Telangana,1942,NOV,3.9
Telangana,1942,DEC,1.6
Telangana,1943,JAN,15.2
Telangana,1943,FEB,0.6
Telangana,1943,MAR,1.7
Telangana,1943,APR,34.4
Telangana,1943,MAY,26.9
Telangana,1943,JUN,180.4
Telangana,1943,JUL,179.3
Telangana,1943,AUG,133.4
Telangana,1943,SEP,262.2
Telangana,1943,OCT,62.7
Telangana,1943,NOV,2.6
Telangana,1943,DEC,0.0
Telangana,1944,JAN,0.0
Telangana,1944,FEB,13.7
Telangana,1944,MAR,82.3
Telangana,1944,APR,5.4
Telangana,1944,MAY,15.7
Telangana,1944,JUN,114.5
Telangana,1944,JUL,224.1
Telangana,1944,AUG,142.4
Telangana,1944,SEP,207.7
Telangana,1944,OCT,131.9
Telangana,1944,NOV,22.7
Telangana,1944,DEC,0.0
Telangana,1945,JAN,4.3
Telangana,1945,FEB,0.0
Telangana,1945,MAR,0.0
Telangana,1945,APR,39.0
Telangana,1945,MAY,11.2
Telangana,1945,JUN,144.5
Telangana,1945,JUL,332.1
Telangana,1945,AUG,238.4
Telangana,1945,SEP,159.1
Telangana,1945,OCT,94.1
Telangana,1945,NOV,4.8
Telangana,1945,DEC,0.0
Telangana,1946,JAN,0.0
Telangana,1946,FEB,15.9
Telangana,1946,MAR,5.2
Telangana,1946,APR,21.7
Telangana,1946,MAY,14.5
Telangana,1946,JUN,152.1
Telangana,1946,JUL,287.2
Telangana,1946,AUG,149.5
Telangana,1946,SEP,85.0
Telangana,1946,OCT,30.7
Telangana,1946,NOV,57.5
Telangana,1946,DEC,3.6
Telangana,1947,JAN,13.4
Telangana,1947,FEB,18.0
Telangana,1947,MAR,3.3
Telangana,1947,APR,1.8
Telangana,1947,MAY,10.8
Telangana,1947,JUN,59.9
Telangana,1947,JUL,273.3
Telangana,1947,AUG,315.5
Telangana,1947,SEP,248.3
Telangana,1947,OCT,35.3
Telangana,1947,NOV,16.2
Telangana,1947,DEC,9.7
Telangana,1948,JAN,3.7
Telangana,1948,FEB,4.6
Telangana,1948,MAR,5.1
Telangana,1948,APR,20.0
Telangana,1948,MAY,15.0
Telangana,1948,JUN,71.4
Telangana,1948,JUL,239.3
Telangana,1948,AUG,165.4
Telangana,1948,SEP,242.5
Telangana,1948,OCT,25.0
Telangana,1948,NOV,123.0
Telangana,1948,DEC,0.0
Telangana,1949,JAN,0.5
Telangana,1949,FEB,0.0
Telangana,1949,MAR,2.4
Telangana,1949,APR,13.8
Telangana,1949,MAY,67.9
Telangana,1949,JUN,152.0
Telangana,1949,JUL,335.5
Telangana,1949,AUG,173.6
Telangana,1949,SEP,198.1
Telangana,1949,OCT,94.6
Telangana,1949,NOV,0.2
Telangana,1949,DEC,0.0
Telangana,1950,JAN,0.0
Telangana,1950,FEB,34.7
Telangana,1950,MAR,14.2
Telangana,1950,APR,0.2
Telangana,1950,MAY,11.6
Telangana,1950,JUN,78.4
Telangana,1950,JUL,222.7
Telangana,1950,AUG,118.5
Telangana,1950,SEP,254.1
Telangana,1950,OCT,21.8
Telangana,1950,NOV,4.7
Telangana,1950,DEC,0.5
Telangana,1951,JAN,0.0
Telangana,1951,FEB,0.0
Telangana,1951,MAR,56.1
Telangana,1951,APR,20.1
Telangana,1951,MAY,31.1
Telangana,1951,JUN,116.8
Telangana,1951,JUL,356.0
Telangana,1951,AUG,151.7
Telangana,1951,SEP,103.9
Telangana,1951,OCT,64.4
Telangana,1951,NOV,0.7
Telangana,1951,DEC,0.0
Telangana,1952,JAN,0.5
Telangana,1952,FEB,16.4
Telangana,1952,MAR,0.8
Telangana,1952,APR,12.4
Telangana,1952,MAY,32.5
Telangana,1952,JUN,80.1
Telangana,1952,JUL,205.1
Telangana,1952,AUG,148.9
Telangana,1952,SEP,137.7
Telangana,1952,OCT,88.3
Telangana,1952,NOV,0.2
Telangana,1952,DEC,6.9
Telangana,1953,JAN,5.1
Telangana,1953,FEB,0.0
Telangana,1953,MAR,3.0
Telangana,1953,APR,26.8
Telangana,1953,MAY,0.7
Telangana,1953,JUN,224.0
Telangana,1953,JUL,200.9
Telangana,1953,AUG,364.5
Telangana,1953,SEP,269.5
Telangana,1953,OCT,175.8
Telangana,1953,NOV,1.7
Telangana,1953,DEC,0.0
Telangana,1954,JAN,0.0
Telangana,1954,FEB,0.0
Telangana,1954,MAR,13.2
Telangana,1954,APR,4.3
Telangana,1954,MAY,14.4
Telangana,1954,JUN,105.3
Telangana,1954,JUL,300.4
Telangana,1954,AUG,192.5
Telangana,1954,SEP,252.9
Telangana,1954,OCT,44.2
Telangana,1954,NOV,0.0
Telangana,1954,DEC,1.2
Telangana,1955,JAN,1.0
Telangana,1955,FEB,0.0
Telangana,1955,MAR,2.9
Telangana,1955,APR,9.8
Telangana,1955,MAY,27.8
Telangana,1955,JUN,230.3
Telangana,1955,JUL,259.9
Telangana,1955,AUG,300.1
Telangana,1955,SEP,249.7
Telangana,1955,OCT,116.2
Telangana,1955,NOV,5.5
Telangana,1955,DEC,0.0
Telangana,1956,JAN,0.7
Telangana,1956,FEB,1.5
Telangana,1956,MAR,1.9
Telangana,1956,APR,5.9
Telangana,1956,MAY,52.9
Telangana,1956,JUN,220.1
Telangana,1956,JUL,393.8
Telangana,1956,AUG,133.3
Telangana,1956,SEP,156.9
Telangana,1956,OCT,94.5
Telangana,1956,NOV,59.1
Telangana,1956,DEC,0.0
Telangana,1957,JAN,0.0
Telangana,1957,FEB,7.7
Telangana,1957,MAR,23.7
Telangana,1957,APR,33.4
Telangana,1957,MAY,18.6
Telangana,1957,JUN,157.9
Telangana,1957,JUL,206.9
Telangana,1957,AUG,358.5
Telangana,1957,SEP,100.9
Telangana,1957,OCT,75.6
Telangana,1957,NOV,0.0
Telangana,1957,DEC,0.0
Telangana,1958,JAN,2.1
Telangana,1958,FEB,4.9
Telangana,1958,MAR,10.0
Telangana,1958,APR,24.7
Telangana,1958,MAY,14.1
Telangana,1958,JUN,72.9
Telangana,1958,JUL,407.5
Telangana,1958,AUG,351.7
Telangana,1958,SEP,135.2
Telangana,1958,OCT,69.8
Telangana,1958,NOV,20.9
Telangana,1958,DEC,0.0
Telangana,1959,JAN,1.0
Telangana,1959,FEB,0.4
Telangana,1959,MAR,0.0
Telangana,1959,APR,4.0
Telangana,1959,MAY,16.3
Telangana,1959,JUN,163.7
Telangana,1959,JUL,403.2
Telangana,1959,AUG,348.3
Telangana,1959,SEP,212.8
Telangana,1959,OCT,68.6
Telangana,1959,NOV,4.2
Telangana,1959,DEC,1.7
Telangana,1960,JAN,0.7
Telangana,1960,FEB,0.0
Telangana,1960,MAR,32.9
Telangana,1960,APR,4.1
Telangana,1960,MAY,21.9
Telangana,1960,JUN,223.9
Telangana,1960,JUL,203.6
Telangana,1960,AUG,82.1
Telangana,1960,SEP,197.5
Telangana,1960,OCT,59.4
Telangana,1960,NOV,12.0
Telangana,1960,DEC,1.4
Telangana,1961,JAN,0.8
Telangana,1961,FEB,6.1
Telangana,1961,MAR,2.7
Telangana,1961,APR,11.8
Telangana,1961,MAY,46.1
Telangana,1961,JUN,142.2
Telangana,1961,JUL,368.3
Telangana,1961,AUG,209.2
Telangana,1961,SEP,144.5
Telangana,1961,OCT,188.3
Telangana,1961,NOV,26.4
Telangana,1961,DEC,0.2
Telangana,1962,JAN,0.2
Telangana,1962,FEB,25.1
Telangana,1962,MAR,2.1
Telangana,1962,APR,47.0
Telangana,1962,MAY,20.3
Telangana,1962,JUN,84.5
Telangana,1962,JUL,270.5
Telangana,1962,AUG,264.1
Telangana,1962,SEP,289.6
Telangana,1962,OCT,62.5
Telangana,1962,NOV,38.6
Telangana,1962,DEC,34.2
Telangana,1963,JAN,0.0
Telangana,1963,FEB,0.3
Telangana,1963,MAR,4.0
Telangana,1963,APR,35.5
Telangana,1963,MAY,9.0
Telangana,1963,JUN,179.5
Telangana,1963,JUL,214.7
Telangana,1963,AUG,372.7
Telangana,1963,SEP,103.3
Telangana,1963,OCT,91.2
Telangana,1963,NOV,0.0
Telangana,1963,DEC,0.0
Telangana,1964,JAN,0.0
Telangana,1964,FEB,0.2
Telangana,1964,MAR,5.5
Telangana,1964,APR,2.1
Telangana,1964,MAY,0.7
Telangana,1964,JUN,109.1
Telangana,1964,JUL,186.3
Telangana,1964,AUG,232.3
Telangana,1964,SEP,302.4
Telangana,1964,OCT,41.7
Telangana,1964,NOV,7.2
Telangana,1964,DEC,0.0
Telangana,1965,JAN,2.7
Telangana,1965,FEB,0.8
Telangana,1965,MAR,4.4
Telangana,1965,APR,6.8
Telangana,1965,MAY,2.7
Telangana,1965,JUN,124.3
Telangana,1965,JUL,318.6
Telangana,1965,AUG,152.2
Telangana,1965,SEP,166.2
Telangana,1965,OCT,0.1
Telangana,1965,NOV,0.0
Telangana,1965,DEC,0.0
Telangana,1966,JAN,19.8
Telangana,1966,FEB,0.0
Telangana,1966,MAR,2.6
Telangana,1966,APR,7.9
Telangana,1966,MAY,2.7
Telangana,1966,JUN,67.2
Telangana,1966,JUL,294.0
Telangana,1966,AUG,216.3
Telangana,1966,SEP,254.4
Telangana,1966,OCT,39.5
Telangana,1966,NOV,34.9
Telangana,1966,DEC,31.7
Telangana,1967,JAN,0.3
Telangana,1967,FEB,0.0
Telangana,1967,MAR,62.7
Telangana,1967,APR,8.5
Telangana,1967,MAY,1.1
Telangana,1967,JUN,166.7
Telangana,1967,JUL,320.8
Telangana,1967,AUG,183.7
Telangana,1967,SEP,139.4
Telangana,1967,OCT,5.6
Telangana,1967,NOV,0.2
Telangana,1967,DEC,53.1
Telangana,1968,JAN,16.5
Telangana,1968,FEB,15.0
Telangana,1968,MAR,35.1
Telangana,1968,APR,16.0
Telangana,1968,MAY,7.4
Telangana,1968,JUN,87.6
Telangana,1968,JUL,188.6
Telangana,1968,AUG,52.3
Telangana,1968,SEP,231.4
Telangana,1968,OCT,82.7
Telangana,1968,NOV,15.8
Telangana,1968,DEC,0.1
Telangana,1969,JAN,2.2
Telangana,1969,FEB,0.0
Telangana,1969,MAR,1.4
Telangana,1969,APR,9.6
Telangana,1969,MAY,53.3
Telangana,1969,JUN,103.2
Telangana,1969,JUL,265.5
Telangana,1969,AUG,186.4
Telangana,1969,SEP,278.8
Telangana,1969,OCT,56.1
Telangana,1969,NOV,64.4
Telangana,1969,DEC,26.2
Telangana,1970,JAN,6.9
Telangana,1970,FEB,0.7
Telangana,1970,MAR,4.5
Telangana,1970,APR,22.5
Telangana,1970,MAY,45.8
Telangana,1970,JUN,205.5
Telangana,1970,JUL,135.6
Telangana,1970,AUG,345.8
Telangana,1970,SEP,176.1
Telangana,1970,OCT,26.8
Telangana,1970,NOV,0.0
Telangana,1970,DEC,0.0
Telangana,1971,JAN,7.3
Telangana,1971,FEB,7.5
Telangana,1971,MAR,6.3
Telangana,1971,APR,6.9
Telangana,1971,MAY,37.8
Telangana,1971,JUN,139.9
Telangana,1971,JUL,114.1
Telangana,1971,AUG,144.3
Telangana,1971,SEP,97.2
Telangana,1971,OCT,167.9
Telangana,1971,NOV,0.0
Telangana,1971,DEC,0.0
Telangana,1972,JAN,0.0
Telangana,1972,FEB,14.6
Telangana,1972,MAR,0.1
Telangana,1972,APR,12.7
Telangana,1972,MAY,12.2
Telangana,1972,JUN,162.8
Telangana,1972,JUL,183.9
Telangana,1972,AUG,93.9
Telangana,1972,SEP,71.3
Telangana,1972,OCT,64.8
Telangana,1972,NOV,49.7
Telangana,1972,DEC,4.8
Telangana,1973,JAN,0.0
Telangana,1973,FEB,0.0
Telangana,1973,MAR,1.7
Telangana,1973,APR,5.5
Telangana,1973,MAY,6.4
Telangana,1973,JUN,110.5
Telangana,1973,JUL,239.4
Telangana,1973,AUG,367.0
Telangana,1973,SEP,83.5
Telangana,1973,OCT,223.0
Telangana,1973,NOV,5.3
Telangana,1973,DEC,0.1
Telangana,1974,JAN,0.0
Telangana,1974,FEB,0.0
Telangana,1974,MAR,1.8
Telangana,1974,APR,7.0
Telangana,1974,MAY,32.9
Telangana,1974,JUN,111.1
Telangana,1974,JUL,113.1
Telangana,1974,AUG,171.9
Telangana,1974,SEP,124.8
Telangana,1974,OCT,261.6
Telangana,1974,NOV,6.0
Telangana,1974,DEC,0.0
Telangana,1975,JAN,12.9
Telangana,1975,FEB,10.5
Telangana,1975,MAR,7.7
Telangana,1975,APR,3.0
Telangana,1975,MAY,21.8
Telangana,1975,JUN,138.8
Telangana,1975,JUL,269.4
Telangana,1975,AUG,194.0
Telangana,1975,SEP,347.0
Telangana,1975,OCT,204.9
Telangana,1975,NOV,5.7
Telangana,1975,DEC,0.0
Telangana,1976,JAN,0.2
Telangana,1976,FEB,0.0
Telangana,1976,MAR,1.0
Telangana,1976,APR,25.6
Telangana,1976,MAY,10.7
Telangana,1976,JUN,85.7
Telangana,1976,JUL,471.7
Telangana,1976,AUG,277.3
Telangana,1976,SEP,123.4
Telangana,1976,OCT,5.6
Telangana,1976,NOV,34.5
Telangana,1976,DEC,0.0
Telangana,1977,JAN,0.0
Telangana,1977,FEB,0.0
Telangana,1977,MAR,2.4
Telangana,1977,APR,8.0
Telangana,1977,MAY,42.3
Telangana,1977,JUN,97.4
Telangana,1977,JUL,253.1
Telangana,1977,AUG,240.0
Telangana,1977,SEP,70.9
Telangana,1977,OCT,51.0
Telangana,1977,NOV,36.7
Telangana,1977,DEC,6.7
Telangana,1978,JAN,30.7
Telangana,1978,FEB,19.1
Telangana,1978,MAR,5.9
Telangana,1978,APR,20.6
Telangana,1978,MAY,23.0
Telangana,1978,JUN,261.6
Telangana,1978,JUL,376.5
Telangana,1978,AUG,376.7
Telangana,1978,SEP,116.0
Telangana,1978,OCT,50.1
Telangana,1978,NOV,31.6
Telangana,1978,DEC,0.0
Telangana,1979,JAN,9.8
Telangana,1979,FEB,22.8
Telangana,1979,MAR,1.2
Telangana,1979,APR,12.6
Telangana,1979,MAY,48.7
Telangana,1979,JUN,145.9
Telangana,1979,JUL,156.4
Telangana,1979,AUG,131.8
Telangana,1979,SEP,200.0
Telangana,1979,OCT,15.7
Telangana,1979,NOV,39.5
Telangana,1979,DEC,7.3
Telangana,1980,JAN,0.0
Telangana,1980,FEB,0.0
Telangana,1980,MAR,5.3
Telangana,1980,APR,15.5
Telangana,1980,MAY,8.3
Telangana,1980,JUN,219.6
Telangana,1980,JUL,210.1
Telangana,1980,AUG,294.5
Telangana,1980,SEP,145.6
Telangana,1980,OCT,5.0
Telangana,1980,NOV,2.4
Telangana,1980,DEC,16.2
Telangana,1981,JAN,10.3
Telangana,1981,FEB,0.0
Telangana,1981,MAR,26.2
Telangana,1981,APR,11.7
Telangana,1981,MAY,40.1
Telangana,1981,JUN,187.2
Telangana,1981,JUL,227.5
Telangana,1981,AUG,310.2
Telangana,1981,SEP,285.2
Telangana,1981,OCT,42.5
Telangana,1981,NOV,0.8
Telangana,1981,DEC,2.1
Telangana,1982,JAN,5.7
Telangana,1982,FEB,0.0
Telangana,1982,MAR,4.2
Telangana,1982,APR,22.2
Telangana,1982,MAY,37.1
Telangana,1982,JUN,123.8
Telangana,1982,JUL,265.6
Telangana,1982,AUG,184.1
Telangana,1982,SEP,174.4
Telangana,1982,OCT,100.8
Telangana,1982,NOV,15.3
Telangana,1982,DEC,0.0
Telangana,1983,JAN,0.0
Telangana,1983,FEB,4.2
Telangana,1983,MAR,1.7
Telangana,1983,APR,3.9
Telangana,1983,MAY,38.4
Telangana,1983,JUN,158.8
Telangana,1983,JUL,301.5
Telangana,1983,AUG,416.8
Telangana,1983,SEP,378.2
Telangana,1983,OCT,185.4
Telangana,1983,NOV,1.0
Telangana,1983,DEC,7.5
Telangana,1984,JAN,7.3
Telangana,1984,FEB,8.1
Telangana,1984,MAR,4.7
Telangana,1984,APR,11.4
Telangana,1984,MAY,3.5
Telangana,1984,JUN,104.9
Telangana,1984,JUL,277.8
Telangana,1984,AUG,119.8
Telangana,1984,SEP,111.8
Telangana,1984,OCT,91.1
Telangana,1984,NOV,2.2
Telangana,1984,DEC,0.0
Telangana,1985,JAN,5.7
Telangana,1985,FEB,0.0
Telangana,1985,MAR,4.7
Telangana,1985,APR,15.5
Telangana,1985,MAY,13.6
Telangana,1985,JUN,181.4
Telangana,1985,JUL,223.8
Telangana,1985,AUG,160.8
Telangana,1985,SEP,70.0
Telangana,1985,OCT,108.0
Telangana,1985,NOV,0.0
Telangana,1985,DEC,2.3
Telangana,1986,JAN,29.4
Telangana,1986,FEB,60.3
Telangana,1986,MAR,1.9
Telangana,1986,APR,21.5
Telangana,1986,MAY,9.1
Telangana,1986,JUN,115.5
Telangana,1986,JUL,234.9
Telangana,1986,AUG,406.8
Telangana,1986,SEP,65.6
Telangana,1986,OCT,24.6
Telangana,1986,NOV,20.4
Telangana,1986,DEC,17.3
Telangana,1987,JAN,15.3
Telangana,1987,FEB,1.0
Telangana,1987,MAR,18.4
Telangana,1987,APR,9.5
Telangana,1987,MAY,30.5
Telangana,1987,JUN,133.1
Telangana,1987,JUL,275.0
Telangana,1987,AUG,221.6
Telangana,1987,SEP,60.1
Telangana,1987,OCT,94.7
Telangana,1987,NOV,116.0
Telangana,1987,DEC,1.8
Telangana,1988,JAN,0.0
Telangana,1988,FEB,6.5
Telangana,1988,MAR,1.1
Telangana,1988,APR,26.6
Telangana,1988,MAY,3.4
Telangana,1988,JUN,135.8
Telangana,1988,JUL,656.2
Telangana,1988,AUG,341.7
Telangana,1988,SEP,313.4
Telangana,1988,OCT,50.5
Telangana,1988,NOV,2.4
Telangana,1988,DEC,7.2
Telangana,1989,JAN,0.0
Telangana,1989,FEB,0.0
Telangana,1989,MAR,39.2
Telangana,1989,APR,1.9
Telangana,1989,MAY,4.9
Telangana,1989,JUN,238.5
Telangana,1989,JUL,406.0
Telangana,1989,AUG,277.7
Telangana,1989,SEP,165.4
Telangana,1989,OCT,17.4
Telangana,1989,NOV,1.4
Telangana,1989,DEC,8.6
Telangana,1990,JAN,4.2
Telangana,1990,FEB,4.1
Telangana,1990,MAR,35.2
Telangana,1990,APR,1.0
Telangana,1990,MAY,159.8
Telangana,1990,JUN,245.1
Telangana,1990,JUL,180.2
Telangana,1990,AUG,471.1
Telangana,1990,SEP,132.1
Telangana,1990,OCT,180.2
Telangana,1990,NOV,12.4
Telangana,1990,DEC,0.1
Telangana,1991,JAN,21.7
Telangana,1991,FEB,4.1
Telangana,1991,MAR,8.9
Telangana,1991,APR,21.6
Telangana,1991,MAY,34.4
Telangana,1991,JUN,194.5
Telangana,1991,JUL,268.8
Telangana,1991,AUG,122.0
Telangana,1991,SEP,100.8
Telangana,1991,OCT,29.4
Telangana,1991,NOV,36.8
Telangana,1991,DEC,6.0
Telangana,1992,JAN,4.8
Telangana,1992,FEB,0.0
Telangana,1992,MAR,2.5
Telangana,1992,APR,10.7
Telangana,1992,MAY,20.6
Telangana,1992,JUN,180.5
Telangana,1992,JUL,180.5
Telangana,1992,AUG,271.8
Telangana,1992,SEP,99.0
Telangana,1992,OCT,47.0
Telangana,1992,NOV,46.1
Telangana,1992,DEC,0.0
Telangana,1993,JAN,4.9
Telangana,1993,FEB,2.0
Telangana,1993,MAR,12.9
Telangana,1993,APR,13.1
Telangana,1993,MAY,29.4
Telangana,1993,JUN,83.9
Telangana,1993,JUL,291.8
Telangana,1993,AUG,146.4
Telangana,1993,SEP,187.0
Telangana,1993,OCT,100.9
Telangana,1993,NOV,0.1
Telangana,1993,DEC,13.2
Telangana,1994,JAN,8.6
Telangana,1994,FEB,12.5
Telangana,1994,MAR,0.0
Telangana,1994,APR,21.5
Telangana,1994,MAY,20.4
Telangana,1994,JUN,115.3
Telangana,1994,JUL,308.2
